data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7083456,76,BRA14389,14389,5-May-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Brazil),,3,Unidentified Armed Group (Brazil),,3,33,South America,Brazil,Rio de Janeiro,Rio de Janeiro,,Rio de Janeiro-North Zone,-22.8569,-43.3008,1,OTT-RJ,New media,"On 5 May 2020, in the North Zone of Rio de Janeiro, Rio de Janeiro, it was reported through the application ""Onde Tem Tiroteio - RJ"" that shoot-outs took place in Alemao Complex and Barros Filho neighborhoods.",0,1589241873,BRA
7083203,862,VEN4237,4237,5-May-20,2020,1,Riots,Violent demonstration,Rioters (Venezuela),,5,,,0,50,South America,Venezuela,Barinas,Barinas,,Barinas,8.622,-70.2386,1,El Pitazo,National,"On 5 May 2020, Barinas, Barinas state, residents burned tires and banged pots and pans to reject constant electric power shutdowns. Rioters informed that the electric power shutdowns could last 12 hours per day. This was the second and final day of demonstrations. [size=no report]",0,1589241871,VEN
7083459,76,BRA14378,14378,5-May-20,2020,1,Battles,Armed clash,Unidentified Armed Group (Brazil),,3,Unidentified Armed Group (Brazil),,3,33,South America,Brazil,Rio de Janeiro,Belford Roxo,,Belford Roxo,-22.7642,-43.3994,1,OTT-RJ,New media,"On 5 May 2020, in Belford Roxo, Rio de Janeiro, it was reported through the application ""Onde Tem Tiroteio - RJ"" that a shoot-out took place in Gogo da Ema neighborhood.",0,1589241873,BRA
7079108,422,LBN5101,5101,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Lebanon),,6,,,0,60,Middle East,Lebanon,Bekaa,Zahleh,,Saadnayel,33.8203,35.8808,1,El Nashra,National,"On 5 May 2020, protesters blocked the Saadnayel highway in both directions. A reason for the demonstration was not provided, but is likely related to demonstrations against the high US dollar exchange rate and dire economic and living conditions. [size=no report]",0,1589220519,LBN
7080900,788,TUN6369,6369,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Tunisia),,6,,,0,60,Northern Africa,Tunisia,Sousse,Sousse Medina,,Sousse,35.8254,10.637,1,Agence Tunis Afrique Presse,National,"On 5 May 2020, a group of residents from Kalaa Sghira protested in front of the governorate headquarters in Sousse (Sousse Medina) to demand the closure of a local brickyard due to its negative environmental impact on the area. [size=no report]",0,1589234729,TUN
7079109,422,LBN5106,5106,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Lebanon),,6,,,0,60,Middle East,Lebanon,Bekaa,Zahleh,,Zahle,33.8468,35.902,1,El Nashra,National,"On 5 May 2020, dozens of residents gathered outside the La Palace hotel in Zahle City, and voiced their rejection in using the hotel to quarantine 25 people who came recently from Syria in fears of the coronavirus spreading in the city. [size=dozens]",0,1589220519,LBN
7085765,356,IND74352,74352,5-May-20,2020,1,Protests,Peaceful protest,Protesters (India),Adivasi Ethnic Group (India),6,,,0,60,Southern Asia,India,Andhra Pradesh,Visakhapatnam,Paderu,Paderu,18.0778,82.6604,2,The Hindu,National,"On 5 May 2020, Adivasis held a protest in a village near Paderu mandal (Visakhapatnam, AP) against the government decision to remove a quota for ST candidates for teaching posts. [size=no report]",0,1589292777,IND
7090629,608,PHL10494,10494,5-May-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Philippines),,3,Civilians (Philippines),Journalists (Philippines),7,37,South-Eastern Asia,Philippines,Central Visayas,Negros Oriental,Dumaguete,Dumaguete,9.3064,123.3066,1,Abante; Philippine Daily Inquirer; ABS CBN; Manila Bulletin; Cebu Daily News; Rappler; GMA News,Subnational-National,"On 5 May 2020, a radio reporter was shot dead by unidentified motorcycle-riding assailants in Barangay Daro, Dumaguete, Negros Oriental.",1,1589298704,PHL
7079878,484,MEX17870,17870,5-May-20,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Mexico),,3,Civilians (Mexico),,7,37,Central America,Mexico,Jalisco,Guadalajara,,Guadalajara,20.6764,-103.3422,1,Milenio,National,"Around 5 May 2020 (as reported), in Guadalajara, Jalisco, a person was killed and his/her body was found wrapped in a blanket in Colonia Mezquitan. The cause of death is unknown. 1 fatality",1,1589232621,MEX
7090630,608,PHL10495,10495,5-May-20,2020,1,Strategic developments,Other,Government of the Philippines (2016-),,1,Civilians (Philippines),Journalists (Philippines),7,17,South-Eastern Asia,Philippines,National Capital Region,Metro Manila,Quezon City,Quezon City,14.6488,121.0509,1,ABS CBN; HRW; Rappler; Amnesty International,Other-National,"On 5 May 2020, the National Telecommunications Commission (NTC) in Quezon City ordered ABS CBN, the Philippines' largest broadcaster, to go off air, after its 25-year operating franchise expired the previous day and Congress failed to renew the said franchise. The order came even though the NTC assured in March that ABS CBN would be given a provisional authority to operate pending Congress' renewal of the franchise. The NTC order, which ABS CBN complied with, led to widespread condemnation from media, labor, and human rights groups locally and internationally. Philippine President Rodrigo Duterte has often been critical of what it perceived as biased journalism from ABS CBN and other media outlets. Duterte had previously threatened to direct his allies in Congress to block the ABS CBN franchise renewal.",0,1589298704,PHL
7085511,356,IND74407,74407,5-May-20,2020,1,Protests,Peaceful protest,Protesters (India),Health Workers (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Kathua,Kathua,Kathua,32.3867,75.5174,1,Daily Excelsior,Subnational,"On 5 May 2020, health workers protested at Kathua city (J&K) against the government over termination of their services . [size=no report]",0,1589292775,IND
7083466,76,BRA14383,14383,5-May-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Brazil),,3,Civilians (Brazil),,7,37,South America,Brazil,Parana,Foz do Iguacu,,Foz do Iguacu,-25.5478,-54.5881,1,Portal Costa Oeste,Subnational,"On 5 May 2020, in Foz do Iguacu, Parana, a man was shot to death in Porto Meira neighborhood by two armed men. There are no reports on the identity of the perpetrators nor crime motivation.",1,1589241873,BRA
7079115,422,LBN5100,5100,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Palestine),Refugees/IDPs (Palestine),6,,,0,60,Middle East,Lebanon,South,Saida,,Ein el Hilweh,33.5408,35.3767,1,El Nashra,National,"On 5 May 2020, the Committee for the Affairs of Palestinian refugees displaced from Syria, held a sit-in outside the office of the Director of UNRWA Services in the Ein al Hilweh refugee Camp in conjunction with other camps, to demand financial assistance and a reason for the delay in aid. [size=no report]",0,1589220519,LBN
7078604,31,AZE14286,14286,5-May-20,2020,1,Battles,Armed clash,Military Forces of Artsakh (2007-),,1,Military Forces of Azerbaijan (2003-),,1,11,Caucasus and Central Asia,Azerbaijan,Jabrayil,,,Chodjuk-Mardjanli,39.3931,47.3005,2,Ministry of Defence of Azerbaijan,Other,"On 5 May 2020, military forces of Artsakh located at Mehdili fired with unspecified weapons on the positions of the military forces of Azerbaijan assumed to be located near Chodjuk-Mardjanli, Jabrayil.",0,1589217690,AZE
7078605,31,AZE14274,14274,5-May-20,2020,1,Battles,Armed clash,Military Forces of Armenia (2018-),,8,Military Forces of Azerbaijan (2003-),,1,18,Caucasus and Central Asia,Azerbaijan,Gadabay,,,Nameless Hills (Gadabay Region),40.4092,45.6772,2,Ministry of Defence of Azerbaijan,Other,"On 5 May 2020, military forces of Armenia fired with unspecified weapons on the positions of the military forces of Azerbaijan located at Nameless Hills (Gadabay Region), Gadabay.",0,1589217690,AZE
7078606,31,AZE14275,14275,5-May-20,2020,1,Battles,Armed clash,Military Forces of Armenia (2018-),,8,Military Forces of Azerbaijan (2003-),,1,18,Caucasus and Central Asia,Azerbaijan,Gadabay,,,Goyali,40.6941,45.4217,1,Ministry of Defence of Azerbaijan,Other,"On 5 May 2020, military forces of Armenia fired with unspecified weapons on the positions of the military forces of Azerbaijan located at Goyali, Gadabay.",0,1589217690,AZE
7090638,608,PHL10498,10498,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Philippines),NUJP: National Union of Journalists of the Philippines; Journalists (Philippines); Labour Group (Philippines),6,,,0,60,South-Eastern Asia,Philippines,National Capital Region,Metro Manila,Quezon City,Quezon City,14.6488,121.0509,1,ABS CBN,National,"On 5 May 2020, ABS CBN employees and members of the National Union of Journalists of the Philippines (NUJP) staged a silent protest in front of the ABS CBN headquarters in Quezon City after ABS CBN was forced off air upon the National Telecommunications Commission (NTC)'s orders. The NTC order led to widespread condemnation from media, labor, and human rights groups locally and internationally. Philippine President Rodrigo Duterte has often been critical of what it perceived as biased journalism from ABS CBN and other media outlets and had threatened to direct his allies in Congress to block the ABS CBN franchise renewal. [size=no report]",0,1589298704,PHL
7080911,504,MOR2729,2729,5-May-20,2020,1,Violence against civilians,Attack,Military Forces of Morocco (1999-) Auxiliary Forces,,1,Civilians (Morocco),Journalists (Morocco),7,17,Northern Africa,Morocco,Rabat-Sale-Kenitra,Khemisset,Tiflet,Tiflet,33.9,-6.33,1,Al 3omk,National,"On 5 May 2020, an Auxiliary Force officer assaulted and harassed two journalists of the TV Channel Al Amazighiya during their coverage of the market opening in Tiflet (Khemissate), for not having an authorization.",0,1589234730,MAR
7090639,608,PHL10493,10493,5-May-20,2020,1,Battles,Armed clash,Unidentified Clan Militia (Philippines),MILF: Moro Islamic Liberation Front,4,Unidentified Clan Militia (Philippines),MILF: Moro Islamic Liberation Front,4,44,South-Eastern Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Mamasapano,Mamasapano,6.9208,124.5154,1,ABS CBN,National,"On 5 May 2020, during a two-day battle, two rival clans both affiliated with the MILF engaged in clashes in Mamasapano, Maguindanao, following the killing and burning of a man from one of the warring clans. The ensuing clashes led to another death and one wounded. Reports indicated that the clashes were rooted in a clan feud. Two fatalities distributed across two days.",1,1589298704,PHL
7090640,608,PHL10496,10496,5-May-20,2020,1,Strategic developments,Other,Civilians (Philippines),Refugees/IDPs (Philippines),7,,,0,70,South-Eastern Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Mamasapano,Tuka,6.9049,124.5226,1,ABS CBN,National,"On 5 May 2020, during two days of displacement and evacuation, 840 families from Barangays Tuka and Tukanalipao (coded separately across two days for both Barangays) in Mamasapano, Maguindanao, evacuated following the eruption of hostilities between two warring clans affiliated with the MILF.",0,1589298704,PHL
7085777,356,IND74355,74355,5-May-20,2020,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Andhra Pradesh,Chittoor,Tirupati,Tirupati,13.6355,79.4198,1,The Hindu,National,"On 5 May 2020, protests were held in Tirupati city (Chittoor, AP) against the hike in liquor prices during the Coronavirus lockdown. [size=no report]",0,1589292777,IND
7090641,608,PHL10497,10497,5-May-20,2020,1,Strategic developments,Other,Civilians (Philippines),Refugees/IDPs (Philippines),7,,,0,70,South-Eastern Asia,Philippines,Bangsamoro Autonomous Region in Muslim Mindanao,Maguindanao,Mamasapano,Tukanalipao,6.9311,124.505,1,ABS CBN,National,"On 5 May 2020, during two days of displacement and evacuation, 840 families from Barangays Tuka and Tukanalipao (coded separately across two days for both Barangays) in Mamasapano, Maguindanao, evacuated following the eruption of hostilities between two warring clans affiliated with the MILF.",0,1589298704,PHL
7083220,170,COL2269,2269,5-May-20,2020,2,Riots,Mob violence,Rioters (Venezuela),Refugees/IDPs (Venezuela),5,Police Forces of Colombia (2018-),,1,15,South America,Colombia,Norte De Santander,Pamplona,,Pamplona,7.3729,-72.6477,1,El Tiempo (Colombia),National,"Around 5 May 2020 (as reported), in Pamplona, Norte de Santander department, a group of Venezuelan refugees beaten and spited at police officers after the police asked them to wear masks, due to the coronavirus pandemic. The event took place after neighbors reported to the National Police the presence of a group of Venezuelan migrants who were on a road that connects to Cucuta. A migrant pushed a police officer and a clash began. [size=no report]",0,1589241872,COL
7085780,356,IND74354,74354,5-May-20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Andhra Pradesh,Chittoor,Tirupati,Tirupati,13.6355,79.4198,1,The Hindu,National,"On 5 May 2020 workers protested in Tirupati city (Chittoor, AP) demanding to be sent back home to their hometowns amidst the Coronavirus lockdown. [size=no report]",0,1589292777,IND
7078613,31,AZE14282,14282,5-May-20,2020,1,Battles,Armed clash,Military Forces of Artsakh (2007-),,1,Military Forces of Azerbaijan (2003-),,1,11,Caucasus and Central Asia,Azerbaijan,Fizuli,,,Alxanli,39.6,47.3867,2,Ministry of Defence of Azerbaijan,Other,"On 5 May 2020, military forces of Artsakh located at Garakhanbayli fired with unspecified weapons on the positions of the military forces of Azerbaijan assumed to be located near Alxanli, Fizuli.",0,1589217691,AZE
7079125,422,LBN5102,5102,5-May-20,2020,1,Riots,Violent demonstration,Rioters (Lebanon),,5,,,0,50,Middle East,Lebanon,Akkar,Akkar,,Halba,34.5428,36.0797,1,El Nashra,National,"On 5 May 2020, rioters demonstrating against price increases, dire economic and living conditions blocked the main road in Halba opposite the Fransabank building with tyres and obstacles. Rioters also demand the release of activists who had been detained in previous demonstrations. [size=no report]",0,1589220519,LBN
7085781,356,IND74308,74308,5-May-20,2020,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),Labour Group (India),7,57,Southern Asia,India,Maharashtra,Palghar,Vasai,Nala Sopara,19.4179,72.8105,1,Times of India,National,"On 5 May 2020, a mob of over 30 villagers pelted stones and bricks at the bungalow of a wholesale vegetable vendor in Nala Sopara town (Palghar, Maharashtra) over an issue with filling travel forms for migrant workers during the coronavirus lockdown. Two persons, including a child, sustained injuries. [size=over 30]",0,1589292777,IND
7090901,804,UKR36856,36856,5-May-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,2,12,Europe,Ukraine,Donetsk,Horlivka Municipality,,Mine 6/7,48.3767,37.9636,2,DPR Armed Forces Press Service,Other,"On 5 May 2020, the Ukrainian Forces fired 82mm mortars and heavy machine guns at the positions of the Donbass People's Militia in the area of Mine 6/7, Donetsk.",0,1589305744,UKR
7078614,31,AZE14283,14283,5-May-20,2020,1,Battles,Armed clash,Military Forces of Artsakh (2007-),,1,Military Forces of Azerbaijan (2003-),,1,11,Caucasus and Central Asia,Azerbaijan,Fizuli,,,Shukurbeyli,39.5228,47.3386,2,Ministry of Defence of Azerbaijan,Other,"On 5 May 2020, military forces of Artsakh located at Gorgan fired with unspecified weapons on the positions of the military forces of Azerbaijan assumed to be located near Shukurbeyli, Fizuli.",0,1589217691,AZE
7079894,484,MEX17869,17869,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),6,,,0,60,Central America,Mexico,Jalisco,Guadalajara,,Guadalajara,20.6764,-103.3422,1,Milenio,National,"On 5 May 2020, in Guadalajara, Jalisco, workers who organize spectacle and events demonstrated to ask for financial or in-kind support to deal with the cancellation of events due to the coronavirus. [size=no report]",0,1589232621,MEX
7083222,170,COL2268,2268,5-May-20,2020,2,Violence against civilians,Attack,Unidentified Armed Group (Colombia),,3,Civilians (Colombia),Health Workers (Colombia); Women (Colombia),7,37,South America,Colombia,Bolivar,Cartagena,,Cartagena,10.3917,-75.4824,1,El Tiempo (Colombia),National,"Around 5 May 2020 (as reported), in Cartagena, Bolivar department, a man threw a liquid against the face of a female health worker who was walking on the street with her uniform. The liquid did not cause burns to her face. Attacks on doctors and nurses are reported to have increased in recent days as a consequence of the coronavirus pandemic.",0,1589241872,COL
7090902,804,UKR36857,36857,5-May-20,2020,1,Battles,Armed clash,Military Forces of Ukraine (2019-),,1,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,2,12,Europe,Ukraine,Donetsk,Marynsky,,Staromykhaylivka,47.9914,37.586,2,DPR Armed Forces Press Service,Other,"On 5 May 2020, the Ukrainian Forces fired 120mm and 82mm mortars, IFVs, heavy machine guns, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Staromykhaylivka, Donetsk. Two residential houses were damaged.",0,1589305744,UKR
7078615,31,AZE14284,14284,5-May-20,2020,1,Battles,Armed clash,Military Forces of Artsakh (2007-),,1,Military Forces of Azerbaijan (2003-),,1,11,Caucasus and Central Asia,Azerbaijan,Fizuli,,,Horadiz,39.451,47.3314,2,Ministry of Defence of Azerbaijan,Other,"On 5 May 2020, military forces of Artsakh located at Horadiz fired with unspecified weapons on the positions of the military forces of Azerbaijan assumed to be located near Horadiz, Fizuli.",0,1589217691,AZE
7079127,364,IRN6427,6427,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,Middle East,Iran,Razavi Khorasan,Mashhad,Central,Mashhad,36.3156,59.568,1,Eteraze Bazar,New media,"On 5 May 2020, a protest was held against delays in completion of Maskan-e Mehr social housing project in Mashhad. [size=no report]",0,1589220519,IRN
7090903,804,UKR36858,36858,5-May-20,2020,1,Battles,Armed clash,Military Forces of Ukraine (2019-),,1,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,2,12,Europe,Ukraine,Donetsk,Starobeshivsky,,Petrovskoye,47.6305,37.8428,2,DPR Armed Forces Press Service,Other,"On 5 May 2020, the Ukrainian Forces fired anti-tank guided missiles, heavy machine guns, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Petrovskoye, Donetsk.",0,1589305744,UKR
7091159,300,GRC1874,1874,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Greece),,6,,,0,60,Europe,Greece,Attica,Athens,Central Athens,Athens-Central Athens,37.9685,23.7585,1,To Pontiki,National,"On 5 May 2020, 15 people staged a sit-in protest outside parliament [coded to Athens-Central Athens] demanding the withdrawal of the new environmental bill. [size=15]",0,1589305745,GRC
7078616,31,AZE14285,14285,5-May-20,2020,1,Battles,Armed clash,Military Forces of Artsakh (2007-),,1,Military Forces of Azerbaijan (2003-),,1,11,Caucasus and Central Asia,Azerbaijan,Fizuli,,,Qazaxlar,39.4057,47.3203,2,Ministry of Defence of Azerbaijan,Other,"On 5 May 2020, military forces of Artsakh located at Nuzgar fired with unspecified weapons on the positions of the military forces of Azerbaijan assumed to be located near Qazaxlar, Fizuli.",0,1589217691,AZE
7085528,586,PAK57290,57290,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Pakistan),Journalists (Pakistan),6,,,0,60,Southern Asia,Pakistan,Sindh,Khairpur,Kot Diji,Kot Diji,27.3415,68.7082,1,Daily Regional Times (Pakistan),Subnational,"On 5 May 2020, journalists held a protest demonstration in Kotdiji town (Khairpur, Sindh), against an attack on senior journalist, demanding higher authorities to take notice. [size=no report]",0,1589292775,PAK
7090904,804,UKR36861,36861,5-May-20,2020,1,Battles,Armed clash,Military Forces of Ukraine (2019-),,1,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,2,12,Europe,Ukraine,Donetsk,Novoazovsky,,Sakhanka,47.1272,37.8601,2,DPR Armed Forces Press Service,Other,"On 5 May 2020, the Ukrainian Forces fired 82mm mortars, grenade launchers and small arms at the positions of the Donbass People's Militia in the area of Sakhanka, Donetsk.",0,1589305744,UKR
7085785,356,IND74207,74207,5-May-20,2020,1,Riots,Mob violence,Rioters (India),,5,Police Forces of India (2014-),,1,15,Southern Asia,India,Uttar Pradesh,Lucknow,Mohanlalganj,Nigohan,26.5626,81.0305,1,Times of India,National,"On 5 May 2020, a mob of around 15 people attacked and pelted stones at the police in Nigohan (UP) over lockdown violations and being asked to follow social distancing during coronavirus. 4 policemen injured. [size=around 15]",0,1589292777,IND
7090649,104,MMR10174,10174,5-May-20,2020,1,Violence against civilians,Abduction/forced disappearance,ULA/AA: United League of Arakan/Arakan Army,,2,Civilians (Myanmar),,7,27,South-Eastern Asia,Myanmar,Rakhine,Thandwe,Toungup,Bu Shwe Maw,19.2337,94.1398,1,Development Media Group,Subnational,"On 5 May 2020, at Bu Shwe Maw village, in Toungup Township, Thandwe District, Rakhine State, AA allegedly abducted a 52-year-old villager, according to Myanmar military. Five unidentified people in civilian clothes kidnapped a villager at his house at midnight, according to a villager.",0,1589298704,MMR
7090905,804,UKR36862,36862,5-May-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2019-),,1,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,2,12,Europe,Ukraine,Donetsk,Donetsk,,Shakhta Trudovskaya,47.9512,37.5492,2,DPR Armed Forces Press Service,Other,"On 5 May 2020, the Ukrainian Forces fired grenade launchers at the positions of the Donbass People's Militia in the area of Shakhta Trudovskaya, Donetsk.",0,1589305744,UKR
7079898,484,MEX17868,17868,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Mexico),Labour Group (Mexico),6,,,0,60,Central America,Mexico,Durango,Gomez Palacio,,Gomez Palacio,25.5701,-103.4964,2,Milenio,National,"On 5 May 2020, in the Municipality of Gomez Palacio, Durango, about 250 workers from a mining company blocked the Gomez Palacio-Jimenez highway to protest against the partial closure for 6 months declared by the company as a measure to prevent the spread of coronavirus. [size=about 250]",0,1589232621,MEX
7081178,450,MAG1575,1575,5-May-20,2020,1,Violence against civilians,Attack,Dahalo Militia,Pastoralists (Madagascar),3,Civilians (Madagascar),Pastoralists (Madagascar),7,37,Eastern Africa,Madagascar,Atsimo Andrefana,Beroroha,,Tanandava,-21.7134,45.1116,1,News Mada,National,"On 5 May 2020, dahalo attacked a civilian and his family in Tanandava (Beroroha, Atsimo Andrefana). The dahalo attacked and killed the owner of the house and injured two of the man's family members, and they also stole 12 cows. The fokonolona and the gendarmerie attempted to pursue the dahalo in vain.",1,1589234731,MDG
7079899,484,MEX17883,17883,5-May-20,2020,1,Violence against civilians,Attack,Unidentified Gang (Mexico),,3,Civilians (Mexico),,7,37,Central America,Mexico,Guanajuato,Salamanca,,Salamanca,20.5687,-101.1999,1,Milenio,National,"On 5 May 2020, in Salamanca, Guanajuato, a man and a woman were shot dead in a drive-by incident in Colonia del Parque. The woman was pregnant. 2 fatalities",2,1589232621,MEX
7079900,484,MEX17879,17879,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Mexico),National Torch Movement; Farmers (Mexico),6,,,0,60,Central America,Mexico,Michoacan,Morelia,,Morelia,19.7034,-101.192,1,MiMorelia,National,"On 5 May 2020, in Morelia, Michoacan, members of the campesino torch movement demonstrated to denounce the fact that they have not received support for fertilizers and inputs since 2018, and to ask for food aid to confront the economic crisis caused by the coronavirus. [size=no report]",0,1589232621,MEX
7083228,76,BRA14380,14380,5-May-20,2020,1,Strategic developments,Looting/property destruction,Police Forces of Brazil (2019-) Federal Police,,1,Unidentified Gang (Brazil),,3,13,South America,Brazil,Minas Gerais,Congonhas,,Congonhas,-20.499,-43.8614,1,Estado de Minas,Subnational,"On 5 May 2020, in Congonhas, Minas Gerais, federal police forces seized about 1,5 tons of marijuana during a highway inspection in BR-040.",0,1589241872,BRA
7079134,364,IRN6426,6426,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Iran),Labour Group (Iran),6,,,0,60,Middle East,Iran,North Khorasan,Faruj,Central,Faruj,37.2312,58.219,1,Ettehad,National,"On 5 May 2020, workers of Faruj Gas Company held a protest in Faruj, against delays in wage payments. [size=no report]",0,1589220519,IRN
7079135,364,IRN6425,6425,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Iran),Labour Group (Iran),6,,,0,60,Middle East,Iran,Kerman,Zarand,Central,Zarand,30.8127,56.564,1,Ettehad,National,"On 5 May 2020, miners of Kerman Coal Mine Company held a protest in Zarand against plans to privatize the mine. [size=no report]",0,1589220519,IRN
7079903,484,MEX17887,17887,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Mexico),SNTE: National Union of Education Workers; Teachers (Mexico),6,,,0,60,Central America,Mexico,Nayarit,Tepic,,Tepic,21.5074,-104.8938,1,nncMX,Subnational,"On 5 May 2020, in Tepic, Nayarit, distance education teachers affiliated to the SNTE demonstrated to ask for an extension in the allocation of places and granting the release of staff who applied for retirement. [size=no report]",0,1589232621,MEX
7081185,508,MZM1521,1521,5-May-20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Manica,Gondola,Inchope,Muda Serracao,-19.3181,33.8379,1,O Pais,Regional,"On 5 May 2020, an armed attack on a bus injured four people in Muda Serraca (Gondola, Manica). The attackers are unknown.",0,1589234731,MOZ
7090657,116,KHM1998,1998,5-May-20,2020,1,Strategic developments,Other,Unidentified Armed Group (Cambodia),,3,Civilians (Cambodia),,7,37,South-Eastern Asia,Cambodia,Battambang,Samlout,Samlout,Samlout,12.6169,102.8586,2,Khmer Times,National,"On 5 May 2020, villagers accidentally stepped on a landmine in Ta Tork commune of Samlout district, Battambang, Cambodia. The explosion killed one and injured 3 others. The landmine exploded in an area where fighting occurred in the 1980s.",1,1589298704,KHM
7085538,586,PAK57409,57409,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Pakistan),,6,,,0,60,Southern Asia,Pakistan,Sindh,Sanghar,Tando Adam,Tando Adam,25.7673,68.6504,1,Daily Regional Times (Pakistan),Subnational,"On 5 May 2020, residents staged a protest demonstration in Tando Adam town (Sanghar, Sindh), against poor performance of local authorities after a locust attack. [size=no report]",0,1589292775,PAK
7090658,116,KHM1999,1999,5-May-20,2020,1,Strategic developments,Other,Unidentified Armed Group (Cambodia),,3,Civilians (Cambodia),,7,37,South-Eastern Asia,Cambodia,Pursat,Veal Veaeng,Veal Veaeng,Veal Veaeng,12.2423,103.1344,2,Khmer Times,National,"On 5 May 2020, a villager sustained a serious injury after having accidentally stepped on a landmine in Sangkum Thmei village, Veal Veaeng district of Pursat province, Cambodia. The landmine exploded in an area where fighting occurred in the 1980s.",0,1589298704,KHM
7079139,364,IRN6422,6422,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Iran),,6,,,0,60,Middle East,Iran,Lorestan,Khorramabad,Central,Khorramabad,33.4878,48.3558,1,Ettehad,National,"On 5 May 2020, a crowd held a protest in Khorramabad against the poor infrastructural conditions in their neighbourhood. [size=no report]",0,1589220519,IRN
7090659,116,KHM2000,2000,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Cambodia),Labour Group (Cambodia),6,,,0,60,South-Eastern Asia,Cambodia,Phnom Penh,Dangkao,Dangkao,Dangkao,11.5088,104.8914,1,Khmer Times,National,"On 5 May 2020, around 400 footwear factory workers protested in Dangkao district of Phnom Penh, Cambodia, to demand missing wages and seniority pay after the company suspended its operations. [size=around 400]",0,1589298704,KHM
7079140,364,IRN6424,6424,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Iran),Labour Group (Iran),6,,,0,60,Middle East,Iran,Kerman,Kuhbanan,Central,Kuhbanan,31.4103,56.2826,1,Ettehad,National,"On 5 May 2020, miners of Kerman Coal Mine Company held a protest in Kuhbanan against plans to privatize the mine. [size=no report]",0,1589220519,IRN
7085541,586,PAK57356,57356,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Southern Asia,Pakistan,Sindh,Matiari,Hala,Matiari,25.8758,68.4133,1,Daily Regional Times (Pakistan),Subnational,"On 5 May 2020, tailors held a protest demonstration in Matiari town (Matiari, Sindh), to be allowed to open their shops during the lockdown due to coronavirus pandemics. [size=no report]",0,1589292775,PAK
7085542,586,PAK57357,57357,5-May-20,2020,1,Protests,Peaceful protest,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Southern Asia,Pakistan,Sindh,Jamshoro,Kotri,Kotri,25.3656,68.3083,1,Daily Regional Times (Pakistan),Subnational,"On 5 May 2020, large number of workers of National spinning mill held a protest demonstration in Kotri town (Jamshoro, Sindh), for the issuance of their withheld salaries, demanding authorities to take notice of the matter. [size=large]",0,1589292775,PAK
